Branch ID,Date,PLU Key,Waste Units
B004,2024-01-01,1003,0
B004,2024-01-01,1004,0
B004,2024-01-01,1005,0
B004,2024-01-01,1006,0
B004,2024-01-01,1007,0
B004,2024-01-01,1008,0
B004,2024-01-01,1009,0
B004,2024-01-01,1010,0
B004,2024-01-01,1011,1
B004,2024-01-01,1012,0
B004,2024-01-01,1013,0
B004,2024-01-01,1014,0
B004,2024-01-01,1015,0
B004,2024-01-01,1016,0
B004,2024-01-01,1017,0
B004,2024-01-01,1018,0
B004,2024-01-01,2001,0
B004,2024-01-01,2002,0
B004,2024-01-01,2003,0
B004,2024-01-01,2004,0
B004,2024-01-01,2005,0
B004,2024-01-01,2006,0
B004,2024-01-01,2007,0
B004,2024-01-01,2008,0
B004,2024-01-01,2009,0
B004,2024-01-01,2010,0
B004,2024-01-01,2011,0
B004,2024-01-01,2012,0
B004,2024-01-01,3001,1
B004,2024-01-01,3002,0
B004,2024-01-01,3003,0
B004,2024-01-01,3004,2
B004,2024-01-01,3005,0
B004,2024-01-01,3006,0
B004,2024-01-01,3007,0
B004,2024-01-01,3008,0
B004,2024-01-01,3009,0
B004,2024-01-01,3010,0
B004,2024-01-01,4001,1
B004,2024-01-01,4002,0
B004,2024-01-01,4003,0
B004,2024-01-01,4004,0
B004,2024-01-01,4005,0
B004,2024-01-01,4006,0
B004,2024-01-01,5001,0
B004,2024-01-01,5002,0
B004,2024-01-01,5003,0
B004,2024-01-01,5004,0
B005,2024-01-01,1001,0
B005,2024-01-01,1002,0
B005,2024-01-01,1003,0
B005,2024-01-01,1004,0
B005,2024-01-01,1005,0
B005,2024-01-01,1006,0
B005,2024-01-01,1007,0
B005,2024-01-01,1008,0
B005,2024-01-01,1009,0
B005,2024-01-01,1010,0
B005,2024-01-01,1011,0
B005,2024-01-01,1012,0
B005,2024-01-01,1013,0
B005,2024-01-01,1014,0
B005,2024-01-01,1015,1
B005,2024-01-01,1016,0
B005,2024-01-01,1017,0
B005,2024-01-01,1018,0
B005,2024-01-01,2001,0
B005,2024-01-01,2002,0
B005,2024-01-01,2003,0
B005,2024-01-01,2004,1
B005,2024-01-01,2005,0
B005,2024-01-01,2006,0
B005,2024-01-01,2007,0
B005,2024-01-01,2008,0
B005,2024-01-01,2009,0
B005,2024-01-01,2010,0
B005,2024-01-01,2011,1
B005,2024-01-01,2012,1
B005,2024-01-01,3001,0
B005,2024-01-01,3002,1
B005,2024-01-01,3003,0
B005,2024-01-01,3004,0
B005,2024-01-01,3005,0
B005,2024-01-01,3006,1
B005,2024-01-01,3007,0
B005,2024-01-01,3008,2
B005,2024-01-01,3009,0
B005,2024-01-01,3010,0
B005,2024-01-01,4001,0
B005,2024-01-01,4002,0
B005,2024-01-01,4003,0
B005,2024-01-01,4004,0
B005,2024-01-01,4005,1
B005,2024-01-01,4006,0
B005,2024-01-01,5001,0
B005,2024-01-01,5002,0
B005,2024-01-01,5003,0
B005,2024-01-01,5004,0
B006,2024-01-01,1001,1
B006,2024-01-01,1002,0
B006,2024-01-01,1003,0
B006,2024-01-01,1004,0
B006,2024-01-01,1005,0
B006,2024-01-01,1006,0
B006,2024-01-01,1007,0
B006,2024-01-01,1008,0
B006,2024-01-01,1009,0
B006,2024-01-01,1010,0
B006,2024-01-01,1011,0
B006,2024-01-01,1012,0
B006,2024-01-01,1013,0
B006,2024-01-01,1014,0
B006,2024-01-01,1015,0
B006,2024-01-01,1016,0
B006,2024-01-01,1017,0
B006,2024-01-01,1018,0
B006,2024-01-01,2001,0
B006,2024-01-01,2002,0
B006,2024-01-01,2003,0
B006,2024-01-01,2004,0
B006,2024-01-01,2005,0
B006,2024-01-01,2006,0
B006,2024-01-01,2007,0
B006,2024-01-01,2008,0
B006,2024-01-01,2009,0
B006,2024-01-01,2010,0
B006,2024-01-01,2011,0
B006,2024-01-01,2012,0
B006,2024-01-01,3001,0
B006,2024-01-01,3002,0
B006,2024-01-01,3003,1
B006,2024-01-01,3004,0
B006,2024-01-01,3005,0
B006,2024-01-01,3006,0
B006,2024-01-01,3007,1
B006,2024-01-01,3008,0
B006,2024-01-01,3009,1
B006,2024-01-01,3010,0
B006,2024-01-01,4001,1
B006,2024-01-01,4002,1
B006,2024-01-01,4003,0
B006,2024-01-01,4004,1
B006,2024-01-01,4005,4
B006,2024-01-01,4006,0
B006,2024-01-01,5001,0
B006,2024-01-01,5002,0
B006,2024-01-01,5003,0
B006,2024-01-01,5004,0
B001,2024-01-02,1001,0
B001,2024-01-02,1002,0
B001,2024-01-02,1003,0
B001,2024-01-02,1004,0
B001,2024-01-02,1005,0
B001,2024-01-02,1006,0
B001,2024-01-02,1007,0
B001,2024-01-02,1008,0
B001,2024-01-02,1009,0
B001,2024-01-02,1010,0
B001,2024-01-02,1011,0
B001,2024-01-02,1012,0
B001,2024-01-02,1013,0
B001,2024-01-02,1014,0
B001,2024-01-02,1015,0
B001,2024-01-02,1016,0
B001,2024-01-02,1017,0
B001,2024-01-02,1018,0
B001,2024-01-02,2001,0
B001,2024-01-02,2002,0
B001,2024-01-02,2003,1
B001,2024-01-02,2004,0
B001,2024-01-02,2005,0
B001,2024-01-02,2006,0
B001,2024-01-02,2007,0
B001,2024-01-02,2008,1
B001,2024-01-02,2009,0
B001,2024-01-02,2010,0
B001,2024-01-02,2011,0
B001,2024-01-02,2012,0
B001,2024-01-02,3001,0
B001,2024-01-02,3002,0
B001,2024-01-02,3003,0
B001,2024-01-02,3004,0
B001,2024-01-02,3005,0
B001,2024-01-02,3006,0
B001,2024-01-02,3007,0
B001,2024-01-02,3008,1
B001,2024-01-02,3009,0
B001,2024-01-02,3010,1
B001,2024-01-02,4001,0
B001,2024-01-02,4002,0
B001,2024-01-02,4003,0
B001,2024-01-02,4004,1
B001,2024-01-02,4005,1
B001,2024-01-02,4006,0
B001,2024-01-02,5001,0
B001,2024-01-02,5002,0
B001,2024-01-02,5003,0
B001,2024-01-02,5004,0
B002,2024-01-02,1001,0
B002,2024-01-02,1002,0
B002,2024-01-02,1003,0
B002,2024-01-02,1004,0
B002,2024-01-02,1005,0
B002,2024-01-02,1006,0
B002,2024-01-02,1007,0
B002,2024-01-02,1008,0
B002,2024-01-02,1009,0
B002,2024-01-02,1010,0
B002,2024-01-02,1011,0
B002,2024-01-02,1012,0
B002,2024-01-02,1013,0
B002,2024-01-02,1014,0
B002,2024-01-02,1015,0
B002,2024-01-02,1016,0
B002,2024-01-02,1017,0
B002,2024-01-02,1018,0
B002,2024-01-02,2001,0
B002,2024-01-02,2002,0
B002,2024-01-02,2003,0
B002,2024-01-02,2004,0
B002,2024-01-02,2005,0
B002,2024-01-02,2006,0
B002,2024-01-02,2007,0
B002,2024-01-02,2008,0
B002,2024-01-02,2009,0
B002,2024-01-02,2010,0
B002,2024-01-02,2011,0
B002,2024-01-02,2012,0
B002,2024-01-02,3001,0
B002,2024-01-02,3002,0
B002,2024-01-02,3003,1
B002,2024-01-02,3004,0
B002,2024-01-02,3005,0
B002,2024-01-02,3006,0
B002,2024-01-02,3007,0
B002,2024-01-02,3008,1
B002,2024-01-02,3009,0
B002,2024-01-02,3010,0
B002,2024-01-02,4001,1
B002,2024-01-02,4002,0
B002,2024-01-02,4003,0
B002,2024-01-02,4004,1
B002,2024-01-02,4005,0
B002,2024-01-02,4006,0
B002,2024-01-02,5001,0
B002,2024-01-02,5002,0
B002,2024-01-02,5003,0
B002,2024-01-02,5004,0
B003,2024-01-02,1001,0
B003,2024-01-02,1002,0
B003,2024-01-02,1003,0
B003,2024-01-02,1004,0
B003,2024-01-02,1005,0
B003,2024-01-02,1006,0
B003,2024-01-02,1007,0
B003,2024-01-02,1008,0
B003,2024-01-02,1009,0
B003,2024-01-02,1010,0
B003,2024-01-02,1011,0
B003,2024-01-02,1012,0
B003,2024-01-02,1013,0
B003,2024-01-02,1014,0
B003,2024-01-02,1015,0
B003,2024-01-02,1016,0
B003,2024-01-02,1017,0
B003,2024-01-02,1018,0
B003,2024-01-02,2001,0
B003,2024-01-02,2002,0
B003,2024-01-02,2003,0
B003,2024-01-02,2004,0
B003,2024-01-02,2005,0
B003,2024-01-02,2006,0
B003,2024-01-02,2007,0
B003,2024-01-02,2008,0
B003,2024-01-02,2009,0
B003,2024-01-02,2010,1
B003,2024-01-02,2011,0
B003,2024-01-02,2012,0
B003,2024-01-02,3001,0
B003,2024-01-02,3002,0
B003,2024-01-02,3003,0
B003,2024-01-02,3004,1
B003,2024-01-02,3005,1
B003,2024-01-02,3006,0
B003,2024-01-02,3007,0
B003,2024-01-02,3008,0
B003,2024-01-02,3009,0
B003,2024-01-02,3010,1
B003,2024-01-02,4001,1
B003,2024-01-02,4002,0
B003,2024-01-02,4003,0
B003,2024-01-02,4004,0
B003,2024-01-02,4005,0
B003,2024-01-02,4006,0
B003,2024-01-02,5001,0
B003,2024-01-02,5002,0
B003,2024-01-02,5003,0
B003,2024-01-02,5004,1
B004,2024-01-02,1001,0
B004,2024-01-02,1002,1
B004,2024-01-02,1003,0
B004,2024-01-02,1004,0
B004,2024-01-02,1005,0
B004,2024-01-02,1006,0
B004,2024-01-02,1007,0
B004,2024-01-02,1008,0
B004,2024-01-02,1009,0
B004,2024-01-02,1010,0
B004,2024-01-02,1011,0
B004,2024-01-02,1012,0
B004,2024-01-02,1013,1
B004,2024-01-02,1014,0
B004,2024-01-02,1015,0
B004,2024-01-02,1016,0
B004,2024-01-02,1017,0
B004,2024-01-02,1018,1
B004,2024-01-02,2001,0
B004,2024-01-02,2002,0
B004,2024-01-02,2003,0
B004,2024-01-02,2004,0
B004,2024-01-02,2005,0
B004,2024-01-02,2006,0
B004,2024-01-02,2007,0
B004,2024-01-02,2008,0
B004,2024-01-02,2009,0
B004,2024-01-02,2010,0
B004,2024-01-02,2011,0
B004,2024-01-02,2012,0
B004,2024-01-02,3001,0
B004,2024-01-02,3002,0
B004,2024-01-02,3003,2
B004,2024-01-02,3004,0
B004,2024-01-02,3005,1
B004,2024-01-02,3006,1
B004,2024-01-02,3007,0
B004,2024-01-02,3008,0
B004,2024-01-02,3009,0
B004,2024-01-02,3010,1
B004,2024-01-02,4001,0
B004,2024-01-02,4002,1
B004,2024-01-02,4003,0
B004,2024-01-02,4004,1
B004,2024-01-02,4005,1
B004,2024-01-02,4006,2
B004,2024-01-02,5001,0
B004,2024-01-02,5002,0
B004,2024-01-02,5003,0
B004,2024-01-02,5004,0
B005,2024-01-02,1001,0
B005,2024-01-02,1002,0
B005,2024-01-02,1003,0
B005,2024-01-02,1004,0
B005,2024-01-02,1005,0
B005,2024-01-02,1006,0
B005,2024-01-02,1007,0
B005,2024-01-02,1008,0
B005,2024-01-02,1009,0
B005,2024-01-02,1010,0
B005,2024-01-02,1011,0
B005,2024-01-02,1012,0
B005,2024-01-02,1013,0
B005,2024-01-02,1014,0
B005,2024-01-02,1015,0
B005,2024-01-02,1016,1
B005,2024-01-02,1017,0
B005,2024-01-02,1018,0
B005,2024-01-02,2001,0
B005,2024-01-02,2002,0
B005,2024-01-02,2003,0
B005,2024-01-02,2004,0
B005,2024-01-02,2005,0
B005,2024-01-02,2006,0
B005,2024-01-02,2007,0
B005,2024-01-02,2008,0
B005,2024-01-02,2009,0
B005,2024-01-02,2010,0
B005,2024-01-02,2011,0
B005,2024-01-02,2012,0
B005,2024-01-02,3001,0
B005,2024-01-02,3002,0
B005,2024-01-02,3003,1
B005,2024-01-02,3004,1
B005,2024-01-02,3005,1
B005,2024-01-02,3006,0
B005,2024-01-02,3007,1
B005,2024-01-02,3008,0
B005,2024-01-02,3009,1
B005,2024-01-02,3010,1
B005,2024-01-02,4001,1
B005,2024-01-02,4002,0
B005,2024-01-02,4003,2
B005,2024-01-02,4004,0
B005,2024-01-02,4005,0
B005,2024-01-02,4006,1
B005,2024-01-02,5001,0
B005,2024-01-02,5002,0
B005,2024-01-02,5003,0
B005,2024-01-02,5004,0
B006,2024-01-02,1001,0
B006,2024-01-02,1002,0
B006,2024-01-02,1003,0
B006,2024-01-02,1004,0
B006,2024-01-02,1005,0
B006,2024-01-02,1006,0
B006,2024-01-02,1007,0
B006,2024-01-02,1008,0
B006,2024-01-02,1009,0
B006,2024-01-02,1010,0
B006,2024-01-02,1011,0
B006,2024-01-02,1012,0
B006,2024-01-02,1013,0
B006,2024-01-02,1014,0
B006,2024-01-02,1015,0
B006,2024-01-02,1016,0
B006,2024-01-02,1017,0
B006,2024-01-02,1018,0
B006,2024-01-02,2001,0
B006,2024-01-02,2002,0
B006,2024-01-02,2003,1
B006,2024-01-02,2004,0
B006,2024-01-02,2005,0
B006,2024-01-02,2006,0
B006,2024-01-02,2007,0
B006,2024-01-02,2008,1
B006,2024-01-02,2009,0
B006,2024-01-02,2010,0
B006,2024-01-02,2011,1
B006,2024-01-02,2012,1
B006,2024-01-02,3001,1
B006,2024-01-02,3002,0
B006,2024-01-02,3003,0
B006,2024-01-02,3004,0
B006,2024-01-02,3005,0
B006,2024-01-02,3006,0
B006,2024-01-02,3007,0
B006,2024-01-02,3008,0
B006,2024-01-02,3009,0
B006,2024-01-02,3010,1
B006,2024-01-02,4001,0
B006,2024-01-02,4002,2
B006,2024-01-02,4003,0
B006,2024-01-02,4004,1
B006,2024-01-02,4005,0
B006,2024-01-02,4006,1
B006,2024-01-02,5001,0
B006,2024-01-02,5002,0
B006,2024-01-02,5003,0
B006,2024-01-02,5004,0
B001,2024-01-03,1001,0
B001,2024-01-03,1002,0
B001,2024-01-03,1003,0
B001,2024-01-03,1004,0
B001,2024-01-03,1005,0
B001,2024-01-03,1006,0
B001,2024-01-03,1007,0
B001,2024-01-03,1008,0
B001,2024-01-03,1009,0
B001,2024-01-03,1010,0
B001,2024-01-03,1011,0
B001,2024-01-03,1012,0
B001,2024-01-03,1013,0
B001,2024-01-03,1014,1
B001,2024-01-03,1015,0
B001,2024-01-03,1016,0
B001,2024-01-03,1017,0
B001,2024-01-03,1018,0
B001,2024-01-03,2001,0
B001,2024-01-03,2002,0
B001,2024-01-03,2003,0
B001,2024-01-03,2004,0
B001,2024-01-03,2005,0
B001,2024-01-03,2006,0
B001,2024-01-03,2007,1
B001,2024-01-03,2008,0
B001,2024-01-03,2009,1
B001,2024-01-03,2010,0
B001,2024-01-03,2011,0
B001,2024-01-03,2012,0
B001,2024-01-03,3001,0
B001,2024-01-03,3002,0
B001,2024-01-03,3003,0
B001,2024-01-03,3004,0
B001,2024-01-03,3005,0
B001,2024-01-03,3006,0
B001,2024-01-03,3007,0
B001,2024-01-03,3008,1
B001,2024-01-03,3009,1
B001,2024-01-03,3010,0
B001,2024-01-03,4001,0
B001,2024-01-03,4002,0
B001,2024-01-03,4003,0
B001,2024-01-03,4004,1
B001,2024-01-03,4005,0
B001,2024-01-03,4006,1
B001,2024-01-03,5001,0
B001,2024-01-03,5002,0
B001,2024-01-03,5003,0
B001,2024-01-03,5004,0
B002,2024-01-03,1001,0
B002,2024-01-03,1002,0
B002,2024-01-03,1003,0
B002,2024-01-03,1004,0
B002,2024-01-03,1005,0
B002,2024-01-03,1006,0
B002,2024-01-03,1007,0
B002,2024-01-03,1008,0
B002,2024-01-03,1009,0
B002,2024-01-03,1010,1
B002,2024-01-03,1011,0
B002,2024-01-03,1012,0
B002,2024-01-03,1013,0
B002,2024-01-03,1014,0
B002,2024-01-03,1015,0
B002,2024-01-03,1016,0
B002,2024-01-03,1017,0
B002,2024-01-03,1018,0
B002,2024-01-03,2001,0
B002,2024-01-03,2002,0
B002,2024-01-03,2003,0
B002,2024-01-03,2004,0
B002,2024-01-03,2005,0
B002,2024-01-03,2006,1
B002,2024-01-03,2007,0
B002,2024-01-03,2008,0
B002,2024-01-03,2009,0
B002,2024-01-03,2010,0
B002,2024-01-03,2011,0
B002,2024-01-03,2012,0
B002,2024-01-03,3001,1
B002,2024-01-03,3002,0
B002,2024-01-03,3003,0
B002,2024-01-03,3004,0
B002,2024-01-03,3005,0
B002,2024-01-03,3006,0
B002,2024-01-03,3007,2
B002,2024-01-03,3008,1
B002,2024-01-03,3009,0
B002,2024-01-03,3010,1
B002,2024-01-03,4001,1
B002,2024-01-03,4002,0
B002,2024-01-03,4003,0
B002,2024-01-03,4004,1
B002,2024-01-03,4005,2
B002,2024-01-03,4006,2
B002,2024-01-03,5001,0
B002,2024-01-03,5002,0
B002,2024-01-03,5003,0
B002,2024-01-03,5004,0
B003,2024-01-03,1001,0
B003,2024-01-03,1002,0
B003,2024-01-03,1003,0
B003,2024-01-03,1004,0
B003,2024-01-03,1005,0
B003,2024-01-03,1006,0
B003,2024-01-03,1007,0
B003,2024-01-03,1008,0
B003,2024-01-03,1009,0
B003,2024-01-03,1010,0
B003,2024-01-03,1011,0
B003,2024-01-03,1012,0
B003,2024-01-03,1013,0
B003,2024-01-03,1014,0
B003,2024-01-03,1015,0
B003,2024-01-03,1016,0
B003,2024-01-03,1017,0
B003,2024-01-03,1018,0
B003,2024-01-03,2001,0
B003,2024-01-03,2002,0
B003,2024-01-03,2003,0
B003,2024-01-03,2004,0
B003,2024-01-03,2005,0
B003,2024-01-03,2006,0
B003,2024-01-03,2007,0
B003,2024-01-03,2008,0
B003,2024-01-03,2009,0
B003,2024-01-03,2010,0
B003,2024-01-03,2011,0
B003,2024-01-03,2012,0
B003,2024-01-03,3001,1
B003,2024-01-03,3002,0
B003,2024-01-03,3003,1
B003,2024-01-03,3004,0
B003,2024-01-03,3005,0
B003,2024-01-03,3006,0
B003,2024-01-03,3007,1
B003,2024-01-03,3008,0
B003,2024-01-03,3009,0
B003,2024-01-03,3010,0
B003,2024-01-03,4001,0
B003,2024-01-03,4002,0
B003,2024-01-03,4003,0
B003,2024-01-03,4004,1
B003,2024-01-03,4005,1
B003,2024-01-03,4006,0
B003,2024-01-03,5001,0
B003,2024-01-03,5002,0
B003,2024-01-03,5003,0
B003,2024-01-03,5004,0
B004,2024-01-03,1001,0
B004,2024-01-03,1002,0
B004,2024-01-03,1003,0
B004,2024-01-03,1004,0
B004,2024-01-03,1005,0
B004,2024-01-03,1006,0
B004,2024-01-03,1007,0
B004,2024-01-03,1008,0
B004,2024-01-03,1009,0
B004,2024-01-03,1010,0
B004,2024-01-03,1011,0
B004,2024-01-03,1012,0
B004,2024-01-03,1013,0
B004,2024-01-03,1014,0
B004,2024-01-03,1015,0
B004,2024-01-03,1016,0
B004,2024-01-03,1017,0
B004,2024-01-03,1018,0
B004,2024-01-03,2001,0
B004,2024-01-03,2002,0
B004,2024-01-03,2003,0
B004,2024-01-03,2004,0
B004,2024-01-03,2005,0
B004,2024-01-03,2006,1
B004,2024-01-03,2007,0
B004,2024-01-03,2008,0
B004,2024-01-03,2009,0
B004,2024-01-03,2010,1
B004,2024-01-03,2011,0
B004,2024-01-03,2012,0
B004,2024-01-03,3001,1
B004,2024-01-03,3002,1
B004,2024-01-03,3003,1
B004,2024-01-03,3004,0
B004,2024-01-03,3005,1
B004,2024-01-03,3006,0
B004,2024-01-03,3007,0
B004,2024-01-03,3008,0
B004,2024-01-03,3009,1
B004,2024-01-03,3010,1
B004,2024-01-03,4001,0
B004,2024-01-03,4002,2
B004,2024-01-03,4003,1
B004,2024-01-03,4004,0
B004,2024-01-03,4005,0
B004,2024-01-03,4006,0
B004,2024-01-03,5001,0
B004,2024-01-03,5002,0
B004,2024-01-03,5003,0
B004,2024-01-03,5004,0
B005,2024-01-03,1001,0
B005,2024-01-03,1002,0
B005,2024-01-03,1003,0
B005,2024-01-03,1004,0
B005,2024-01-03,1005,0
B005,2024-01-03,1006,0
B005,2024-01-03,1007,0
B005,2024-01-03,1008,1
B005,2024-01-03,1009,0
B005,2024-01-03,1010,0
B005,2024-01-03,1011,0
B005,2024-01-03,1012,0
B005,2024-01-03,1013,0
B005,2024-01-03,1014,1
B005,2024-01-03,1015,0
B005,2024-01-03,1016,0
B005,2024-01-03,1017,0
B005,2024-01-03,1018,0
B005,2024-01-03,2001,0
B005,2024-01-03,2002,0
B005,2024-01-03,2003,0
B005,2024-01-03,2004,1
B005,2024-01-03,2005,0
B005,2024-01-03,2006,0
B005,2024-01-03,2007,0
B005,2024-01-03,2008,0
B005,2024-01-03,2009,0
B005,2024-01-03,2010,1
B005,2024-01-03,2011,0
B005,2024-01-03,2012,0
B005,2024-01-03,3001,1
B005,2024-01-03,3002,0
B005,2024-01-03,3003,1
B005,2024-01-03,3004,0
B005,2024-01-03,3005,0
B005,2024-01-03,3006,0
B005,2024-01-03,3007,1
B005,2024-01-03,3008,0
B005,2024-01-03,3009,0
B005,2024-01-03,3010,1
B005,2024-01-03,4001,0
B005,2024-01-03,4002,0
B005,2024-01-03,4003,0
B005,2024-01-03,4004,1
B005,2024-01-03,4005,2
B005,2024-01-03,4006,0
B005,2024-01-03,5001,0
B005,2024-01-03,5002,0
B005,2024-01-03,5003,0
B005,2024-01-03,5004,0
B006,2024-01-03,1001,0
B006,2024-01-03,1002,0
B006,2024-01-03,1003,0
B006,2024-01-03,1004,0
B006,2024-01-03,1005,0
B006,2024-01-03,1006,0
B006,2024-01-03,1007,0
B006,2024-01-03,1008,0
B006,2024-01-03,1009,0
B006,2024-01-03,1010,0
B006,2024-01-03,1011,0
B006,2024-01-03,1012,1
B006,2024-01-03,1013,0
B006,2024-01-03,1014,0
B006,2024-01-03,1015,0
B006,2024-01-03,1016,0
B006,2024-01-03,1017,0
B006,2024-01-03,1018,0
B006,2024-01-03,2001,0
B006,2024-01-03,2002,0
B006,2024-01-03,2003,0
B006,2024-01-03,2004,0
B006,2024-01-03,2005,0
B006,2024-01-03,2006,0
B006,2024-01-03,2007,0
B006,2024-01-03,2008,0
B006,2024-01-03,2009,0
B006,2024-01-03,2010,0
B006,2024-01-03,2011,0
B006,2024-01-03,2012,0
B006,2024-01-03,3001,0
B006,2024-01-03,3002,0
B006,2024-01-03,3003,1
B006,2024-01-03,3004,0
B006,2024-01-03,3005,0
B006,2024-01-03,3006,0
B006,2024-01-03,3007,0
B006,2024-01-03,3008,1
B006,2024-01-03,3009,0
B006,2024-01-03,3010,0
B006,2024-01-03,4001,0
B006,2024-01-03,4002,0
B006,2024-01-03,4003,1
B006,2024-01-03,4004,0
B006,2024-01-03,4005,2
B006,2024-01-03,4006,0
B006,2024-01-03,5001,0
B006,2024-01-03,5002,0
B006,2024-01-03,5003,0
B006,2024-01-03,5004,0
B001,2024-01-04,1001,0
B001,2024-01-04,1002,0
B001,2024-01-04,1003,0
B001,2024-01-04,1004,0
B001,2024-01-04,1005,0
B001,2024-01-04,1006,0
B001,2024-01-04,1007,0
B001,2024-01-04,1008,0
B001,2024-01-04,1009,0
B001,2024-01-04,1010,0
B001,2024-01-04,1011,0
B001,2024-01-04,1012,0
B001,2024-01-04,1013,0
B001,2024-01-04,1014,0
B001,2024-01-04,1015,0
B001,2024-01-04,1016,0
B001,2024-01-04,1017,0
B001,2024-01-04,1018,0
B001,2024-01-04,2001,0
B001,2024-01-04,2002,0
B001,2024-01-04,2003,0
B001,2024-01-04,2004,0
B001,2024-01-04,2005,0
B001,2024-01-04,2006,0
B001,2024-01-04,2007,0
B001,2024-01-04,2008,0
B001,2024-01-04,2009,0
B001,2024-01-04,2010,0
B001,2024-01-04,2011,0
B001,2024-01-04,2012,1
