Branch ID,Date,PLU Key,Category key,Qty
B001,2024-01-03,1012,1,15
B001,2024-01-03,1013,1,11
B001,2024-01-03,1014,1,13
B001,2024-01-03,1015,1,27
B001,2024-01-03,1016,1,31
B001,2024-01-03,1017,1,16
B001,2024-01-03,1018,1,40
B001,2024-01-03,2001,2,2
B001,2024-01-03,2002,2,2
B001,2024-01-03,2003,2,2
B001,2024-01-03,2004,2,3
B001,2024-01-03,2005,2,1
B001,2024-01-03,2006,2,1
B001,2024-01-03,2007,2,1
B001,2024-01-03,2008,2,1
B001,2024-01-03,2009,2,4
B001,2024-01-03,2010,2,3
B001,2024-01-03,2011,2,2
B001,2024-01-03,2012,2,1
B001,2024-01-03,3001,3,17
B001,2024-01-03,3002,3,13
B001,2024-01-03,3003,3,9
B001,2024-01-03,3004,3,14
B001,2024-01-03,3005,3,11
B001,2024-01-03,3006,3,12
B001,2024-01-03,3007,3,10
B001,2024-01-03,3008,3,14
B001,2024-01-03,3009,3,15
B001,2024-01-03,3010,3,9
B001,2024-01-03,4001,4,4
B001,2024-01-03,4002,4,4
B001,2024-01-03,4003,4,6
B001,2024-01-03,4004,4,4
B001,2024-01-03,4005,4,7
B001,2024-01-03,4006,4,5
B001,2024-01-03,5001,5,1
B001,2024-01-03,5002,5,1
B001,2024-01-03,5003,5,1
B001,2024-01-03,5004,5,1
B002,2024-01-03,1001,1,39
B002,2024-01-03,1002,1,27
B002,2024-01-03,1003,1,24
B002,2024-01-03,1004,1,16
B002,2024-01-03,1005,1,17
B002,2024-01-03,1006,1,12
B002,2024-01-03,1007,1,22
B002,2024-01-03,1008,1,27
B002,2024-01-03,1009,1,40
B002,2024-01-03,1010,1,12
B002,2024-01-03,1011,1,8
B002,2024-01-03,1012,1,20
B002,2024-01-03,1013,1,15
B002,2024-01-03,1014,1,21
B002,2024-01-03,1015,1,37
B002,2024-01-03,1016,1,40
B002,2024-01-03,1017,1,28
B002,2024-01-03,1018,1,31
B002,2024-01-03,2001,2,2
B002,2024-01-03,2002,2,1
B002,2024-01-03,2003,2,2
B002,2024-01-03,2004,2,1
B002,2024-01-03,2005,2,1
B002,2024-01-03,2006,2,1
B002,2024-01-03,2007,2,2
B002,2024-01-03,2008,2,2
B002,2024-01-03,2009,2,4
B002,2024-01-03,2010,2,2
B002,2024-01-03,2011,2,3
B002,2024-01-03,2012,2,2
B002,2024-01-03,3001,3,18
B002,2024-01-03,3002,3,9
B002,2024-01-03,3003,3,13
B002,2024-01-03,3004,3,14
B002,2024-01-03,3005,3,10
B002,2024-01-03,3006,3,17
B002,2024-01-03,3007,3,10
B002,2024-01-03,3008,3,13
B002,2024-01-03,3009,3,14
B002,2024-01-03,3010,3,8
B002,2024-01-03,4001,4,8
B002,2024-01-03,4002,4,7
B002,2024-01-03,4003,4,7
B002,2024-01-03,4004,4,7
B002,2024-01-03,4005,4,5
B002,2024-01-03,4006,4,8
B002,2024-01-03,5001,5,2
B002,2024-01-03,5002,5,1
B002,2024-01-03,5003,5,1
B002,2024-01-03,5004,5,3
B003,2024-01-03,1001,1,40
B003,2024-01-03,1002,1,31
B003,2024-01-03,1003,1,34
B003,2024-01-03,1004,1,20
B003,2024-01-03,1005,1,19
B003,2024-01-03,1006,1,25
B003,2024-01-03,1007,1,30
B003,2024-01-03,1008,1,26
B003,2024-01-03,1009,1,22
B003,2024-01-03,1010,1,24
B003,2024-01-03,1011,1,26
B003,2024-01-03,1012,1,11
B003,2024-01-03,1013,1,23
B003,2024-01-03,1014,1,21
B003,2024-01-03,1015,1,42
B003,2024-01-03,1016,1,41
B003,2024-01-03,1017,1,25
B003,2024-01-03,1018,1,42
B003,2024-01-03,2001,2,3
B003,2024-01-03,2002,2,2
B003,2024-01-03,2003,2,2
B003,2024-01-03,2004,2,3
B003,2024-01-03,2005,2,2
B003,2024-01-03,2006,2,1
B003,2024-01-03,2007,2,1
B003,2024-01-03,2008,2,3
B003,2024-01-03,2009,2,2
B003,2024-01-03,2010,2,2
B003,2024-01-03,2011,2,2
B003,2024-01-03,2012,2,2
B003,2024-01-03,3001,3,24
B003,2024-01-03,3002,3,9
B003,2024-01-03,3003,3,12
B003,2024-01-03,3004,3,17
B003,2024-01-03,3005,3,16
B003,2024-01-03,3006,3,16
B003,2024-01-03,3007,3,13
B003,2024-01-03,3008,3,20
B003,2024-01-03,3009,3,13
B003,2024-01-03,3010,3,8
B003,2024-01-03,4001,4,9
B003,2024-01-03,4002,4,5
B003,2024-01-03,4003,4,5
B003,2024-01-03,4004,4,5
B003,2024-01-03,4005,4,6
B003,2024-01-03,4006,4,8
B003,2024-01-03,5001,5,2
B003,2024-01-03,5002,5,2
B003,2024-01-03,5003,5,2
B003,2024-01-03,5004,5,4
B004,2024-01-03,1001,1,22
B004,2024-01-03,1002,1,21
B004,2024-01-03,1003,1,22
B004,2024-01-03,1004,1,11
B004,2024-01-03,1005,1,19
B004,2024-01-03,1006,1,22
B004,2024-01-03,1007,1,22
B004,2024-01-03,1008,1,13
B004,2024-01-03,1009,1,15
B004,2024-01-03,1010,1,12
B004,2024-01-03,1011,1,16
B004,2024-01-03,1012,1,11
B004,2024-01-03,1013,1,13
B004,2024-01-03,1014,1,13
B004,2024-01-03,1015,1,23
B004,2024-01-03,1016,1,30
B004,2024-01-03,1017,1,17
B004,2024-01-03,1018,1,18
B004,2024-01-03,2001,2,2
B004,2024-01-03,2002,2,2
B004,2024-01-03,2003,2,2
B004,2024-01-03,2004,2,2
B004,2024-01-03,2005,2,1
B004,2024-01-03,2006,2,1
B004,2024-01-03,2007,2,1
B004,2024-01-03,2008,2,1
B004,2024-01-03,2009,2,3
B004,2024-01-03,2010,2,3
B004,2024-01-03,2011,2,2
B004,2024-01-03,2012,2,1
B004,2024-01-03,3001,3,10
B004,2024-01-03,3002,3,11
B004,2024-01-03,3003,3,10
B004,2024-01-03,3004,3,14
B004,2024-01-03,3005,3,11
B004,2024-01-03,3006,3,14
B004,2024-01-03,3007,3,7
B004,2024-01-03,3008,3,10
B004,2024-01-03,3009,3,11
B004,2024-01-03,3010,3,8
B004,2024-01-03,4001,4,6
B004,2024-01-03,4002,4,5
B004,2024-01-03,4003,4,6
B004,2024-01-03,4004,4,3
B004,2024-01-03,4005,4,6
B004,2024-01-03,4006,4,8
B004,2024-01-03,5001,5,2
B004,2024-01-03,5002,5,2
B004,2024-01-03,5003,5,1
B004,2024-01-03,5004,5,2
B005,2024-01-03,1001,1,16
B005,2024-01-03,1002,1,17
B005,2024-01-03,1003,1,12
B005,2024-01-03,1004,1,15
B005,2024-01-03,1005,1,13
B005,2024-01-03,1006,1,8
B005,2024-01-03,1007,1,18
B005,2024-01-03,1008,1,17
B005,2024-01-03,1009,1,17
B005,2024-01-03,1010,1,10
B005,2024-01-03,1011,1,14
B005,2024-01-03,1012,1,15
B005,2024-01-03,1013,1,5
B005,2024-01-03,1014,1,14
B005,2024-01-03,1015,1,20
B005,2024-01-03,1016,1,20
B005,2024-01-03,1017,1,17
B005,2024-01-03,1018,1,16
B005,2024-01-03,2001,2,2
B005,2024-01-03,2002,2,1
